Channel_x,Timestamp,Voltage,Year_x,Month_x,Day_x,Hour_x,Minute_x,Second_x,Total_time_x,Channel_y,Current,Year_y,Month_y,Day_y,Hour_y,Minute_y,Second_y,Total_time_y,Channel,Temperature,Year,Month,Day,Hour,Minute,Second,Total_time,Power,TimeDelta,Capacity
101,2024-08-19 15:35:30,3.714075,2024,8,19,15,35,30,,111,5.233,2024,8,19,15,35,30,,102,24.6079,2024,8,19,15,35,30,,19.435754474999996,1.0,15.987222222222218
101,2024-08-19 15:35:31,3.715558,2024,8,19,15,35,31,,111,5.233,2024,8,19,15,35,31,,102,24.5962,2024,8,19,15,35,31,,19.443515014,1.0,17.44083333333333
101,2024-08-19 15:35:32,3.716997,2024,8,19,15,35,32,,111,5.233,2024,8,19,15,35,32,,102,24.5945,2024,8,19,15,35,32,,19.451045301,1.0,18.89444444444444
101,2024-08-19 15:35:33,3.718395,2024,8,19,15,35,33,,111,5.232,2024,8,19,15,35,33,,102,24.5847,2024,8,19,15,35,33,,19.454642640000003,1.0,20.34777777777777
101,2024-08-19 15:35:34,3.719741,2024,8,19,15,35,34,,111,5.233,2024,8,19,15,35,34,,102,24.5696,2024,8,19,15,35,34,,19.465404653,1.0,21.801388888888884
101,2024-08-19 15:35:35,3.721039,2024,8,19,15,35,35,,111,5.233,2024,8,19,15,35,35,,102,24.5654,2024,8,19,15,35,35,,19.472197087,1.0,23.254999999999995
101,2024-08-19 15:35:36,3.722323,2024,8,19,15,35,36,,111,5.233,2024,8,19,15,35,36,,102,24.5536,2024,8,19,15,35,36,,19.478916259,1.0,24.708611111111107
101,2024-08-19 15:35:37,3.723606,2024,8,19,15,35,37,,111,5.233,2024,8,19,15,35,37,,102,24.5479,2024,8,19,15,35,37,,19.485630198,1.0,26.16222222222222
101,2024-08-19 15:35:38,3.724868,2024,8,19,15,35,38,,111,5.233,2024,8,19,15,35,38,,102,24.5497,2024,8,19,15,35,38,,19.492234244,1.0,27.615833333333335
101,2024-08-19 15:35:39,3.726111,2024,8,19,15,35,39,,111,5.232,2024,8,19,15,35,39,,102,24.5439,2024,8,19,15,35,39,,19.495012752,1.0,29.069166666666668
101,2024-08-19 15:35:40,3.727332,2024,8,19,15,35,40,,111,5.233,2024,8,19,15,35,40,,102,24.5377,2024,8,19,15,35,40,,19.505128356,1.0,30.52277777777778
101,2024-08-19 15:35:41,3.728541,2024,8,19,15,35,41,,111,5.233,2024,8,19,15,35,41,,102,24.5324,2024,8,19,15,35,41,,19.511455053,1.0,31.97638888888889
101,2024-08-19 15:35:42,3.729736,2024,8,19,15,35,42,,111,5.233,2024,8,19,15,35,42,,102,24.5241,2024,8,19,15,35,42,,19.517708487999997,1.0,33.43
101,2024-08-19 15:35:43,3.730911,2024,8,19,15,35,43,,111,5.233,2024,8,19,15,35,43,,102,24.5142,2024,8,19,15,35,43,,19.523857262999996,1.0,34.883611111111115
101,2024-08-19 15:35:44,3.732072,2024,8,19,15,35,44,,111,5.233,2024,8,19,15,35,44,,102,24.5056,2024,8,19,15,35,44,,19.529932776,1.0,36.33722222222223
101,2024-08-19 15:35:45,3.733224,2024,8,19,15,35,45,,111,5.233,2024,8,19,15,35,45,,102,24.4841,2024,8,19,15,35,45,,19.535961192,1.0,37.79083333333334
101,2024-08-19 15:35:46,3.734363,2024,8,19,15,35,46,,111,5.233,2024,8,19,15,35,46,,102,24.4883,2024,8,19,15,35,46,,19.541921579,1.0,39.244444444444454
101,2024-08-19 15:35:47,3.73549,2024,8,19,15,35,47,,111,5.233,2024,8,19,15,35,47,,102,24.4785,2024,8,19,15,35,47,,19.54781917,1.0,40.69805555555556
101,2024-08-19 15:35:48,3.736603,2024,8,19,15,35,48,,111,5.233,2024,8,19,15,35,48,,102,24.4741,2024,8,19,15,35,48,,19.553643499,1.0,42.15166666666668
101,2024-08-19 15:35:49,3.737703,2024,8,19,15,35,49,,111,5.232,2024,8,19,15,35,49,,102,24.4652,2024,8,19,15,35,49,,19.555662096000002,1.0,43.60500000000001
101,2024-08-19 15:35:50,3.738806,2024,8,19,15,35,50,,111,5.233,2024,8,19,15,35,50,,102,24.4655,2024,8,19,15,35,50,,19.565171797999998,1.0,45.05861111111112
101,2024-08-19 15:35:51,3.739891,2024,8,19,15,35,51,,111,5.233,2024,8,19,15,35,51,,102,24.4555,2024,8,19,15,35,51,,19.570849603,1.0,46.512222222222235
101,2024-08-19 15:35:52,3.740966,2024,8,19,15,35,52,,111,5.233,2024,8,19,15,35,52,,102,24.4479,2024,8,19,15,35,52,,19.576475077999998,1.0,47.96583333333334
101,2024-08-19 15:35:53,3.742035,2024,8,19,15,35,53,,111,5.233,2024,8,19,15,35,53,,102,24.4468,2024,8,19,15,35,53,,19.582069155,1.0,49.41944444444446
101,2024-08-19 15:35:54,3.743098,2024,8,19,15,35,54,,111,5.233,2024,8,19,15,35,54,,102,24.446,2024,8,19,15,35,54,,19.587631833999996,1.0,50.87305555555557
101,2024-08-19 15:35:55,3.744143,2024,8,19,15,35,55,,111,5.233,2024,8,19,15,35,55,,102,24.4304,2024,8,19,15,35,55,,19.593100319,1.0,52.32666666666668
101,2024-08-19 15:35:56,3.745183,2024,8,19,15,35,56,,111,5.233,2024,8,19,15,35,56,,102,24.4079,2024,8,19,15,35,56,,19.598542638999998,1.0,53.7802777777778
101,2024-08-19 15:35:57,3.746224,2024,8,19,15,35,57,,111,5.233,2024,8,19,15,35,57,,102,24.406,2024,8,19,15,35,57,,19.603990192,1.0,55.233888888888906
101,2024-08-19 15:35:58,3.747246,2024,8,19,15,35,58,,111,5.233,2024,8,19,15,35,58,,102,24.3948,2024,8,19,15,35,58,,19.609338318,1.0,56.68750000000002
101,2024-08-19 15:35:59,3.748267,2024,8,19,15,35,59,,111,5.233,2024,8,19,15,35,59,,102,24.3968,2024,8,19,15,35,59,,19.614681210999997,1.0,58.14111111111113
101,2024-08-19 15:36:00,3.749277,2024,8,19,15,36,0,,111,5.233,2024,8,19,15,36,0,,102,24.387,2024,8,19,15,36,0,,19.619966541,1.0,59.594722222222245
101,2024-08-19 15:36:01,3.750272,2024,8,19,15,36,1,,111,5.233,2024,8,19,15,36,1,,102,24.3748,2024,8,19,15,36,1,,19.625173376,1.0,61.04833333333335
101,2024-08-19 15:36:02,3.751271,2024,8,19,15,36,2,,111,5.233,2024,8,19,15,36,2,,102,24.3695,2024,8,19,15,36,2,,19.630401143,1.0,62.50194444444447
101,2024-08-19 15:36:03,3.752256,2024,8,19,15,36,3,,111,5.233,2024,8,19,15,36,3,,102,24.3508,2024,8,19,15,36,3,,19.635555648,1.0,63.95555555555558
101,2024-08-19 15:36:04,3.753238,2024,8,19,15,36,4,,111,5.233,2024,8,19,15,36,4,,102,24.3506,2024,8,19,15,36,4,,19.640694454,1.0,65.40916666666669
101,2024-08-19 15:36:05,3.754204,2024,8,19,15,36,5,,111,5.233,2024,8,19,15,36,5,,102,24.3468,2024,8,19,15,36,5,,19.645749532,1.0,66.86277777777781
101,2024-08-19 15:36:06,3.755171,2024,8,19,15,36,6,,111,5.233,2024,8,19,15,36,6,,102,24.3371,2024,8,19,15,36,6,,19.650809842999998,1.0,68.31638888888892
101,2024-08-19 15:36:07,3.756126,2024,8,19,15,36,7,,111,5.233,2024,8,19,15,36,7,,102,24.3323,2024,8,19,15,36,7,,19.655807358,1.0,69.77000000000002
101,2024-08-19 15:36:08,3.757081,2024,8,19,15,36,8,,111,5.233,2024,8,19,15,36,8,,102,24.3133,2024,8,19,15,36,8,,19.660804872999996,1.0,71.22361111111114
101,2024-08-19 15:36:09,3.758019,2024,8,19,15,36,9,,111,5.233,2024,8,19,15,36,9,,102,24.312,2024,8,19,15,36,9,,19.665713427,1.0,72.67722222222224
101,2024-08-19 15:36:10,3.758959,2024,8,19,15,36,10,,111,5.233,2024,8,19,15,36,10,,102,24.3151,2024,8,19,15,36,10,,19.670632447,1.0,74.13083333333336
101,2024-08-19 15:36:11,3.759888,2024,8,19,15,36,11,,111,5.233,2024,8,19,15,36,11,,102,24.3205,2024,8,19,15,36,11,,19.675493904,1.0,75.58444444444447
101,2024-08-19 15:36:12,3.76081,2024,8,19,15,36,12,,111,5.232,2024,8,19,15,36,12,,102,24.3265,2024,8,19,15,36,12,,19.67655792,1.0,77.0377777777778
101,2024-08-19 15:36:13,3.761723,2024,8,19,15,36,13,,111,5.233,2024,8,19,15,36,13,,102,24.3264,2024,8,19,15,36,13,,19.685096458999997,1.0,78.49138888888892
101,2024-08-19 15:36:14,3.762626,2024,8,19,15,36,14,,111,5.233,2024,8,19,15,36,14,,102,24.3257,2024,8,19,15,36,14,,19.689821858,1.0,79.94500000000004
101,2024-08-19 15:36:15,3.763523,2024,8,19,15,36,15,,111,5.233,2024,8,19,15,36,15,,102,24.34,2024,8,19,15,36,15,,19.694515859,1.0,81.39861111111115
101,2024-08-19 15:36:16,3.764413,2024,8,19,15,36,16,,111,5.232,2024,8,19,15,36,16,,102,24.3316,2024,8,19,15,36,16,,19.695408816,1.0,82.85194444444448
101,2024-08-19 15:36:17,3.765294,2024,8,19,15,36,17,,111,5.233,2024,8,19,15,36,17,,102,24.3384,2024,8,19,15,36,17,,19.703783501999997,1.0,84.3055555555556
101,2024-08-19 15:36:18,3.766173,2024,8,19,15,36,18,,111,5.232,2024,8,19,15,36,18,,102,24.3338,2024,8,19,15,36,18,,19.704617136000003,1.0,85.75888888888895
101,2024-08-19 15:36:19,3.767041,2024,8,19,15,36,19,,111,5.234,2024,8,19,15,36,19,,102,24.3473,2024,8,19,15,36,19,,19.716692593999998,1.0,87.21277777777783
101,2024-08-19 15:36:20,3.767895,2024,8,19,15,36,20,,111,5.233,2024,8,19,15,36,20,,102,24.3444,2024,8,19,15,36,20,,19.717394535,1.0,88.66638888888893
101,2024-08-19 15:36:21,3.768746,2024,8,19,15,36,21,,111,5.232,2024,8,19,15,36,21,,102,24.3459,2024,8,19,15,36,21,,19.718079072000002,1.0,90.11972222222228
101,2024-08-19 15:36:22,3.769586,2024,8,19,15,36,22,,111,5.233,2024,8,19,15,36,22,,102,24.3414,2024,8,19,15,36,22,,19.726243538,1.0,91.5733333333334
101,2024-08-19 15:36:23,3.770416,2024,8,19,15,36,23,,111,5.232,2024,8,19,15,36,23,,102,24.3426,2024,8,19,15,36,23,,19.726816512,1.0,93.02666666666673
101,2024-08-19 15:36:24,3.771234,2024,8,19,15,36,24,,111,5.233,2024,8,19,15,36,24,,102,24.35,2024,8,19,15,36,24,,19.734867522,1.0,94.48027777777784
101,2024-08-19 15:36:25,3.77205,2024,8,19,15,36,25,,111,5.233,2024,8,19,15,36,25,,102,24.3396,2024,8,19,15,36,25,,19.73913765,1.0,95.93388888888896
101,2024-08-19 15:36:26,3.772852,2024,8,19,15,36,26,,111,5.233,2024,8,19,15,36,26,,102,24.3391,2024,8,19,15,36,26,,19.743334515999997,1.0,97.38750000000007
101,2024-08-19 15:36:27,3.773635,2024,8,19,15,36,27,,111,5.233,2024,8,19,15,36,27,,102,24.3288,2024,8,19,15,36,27,,19.747431955,1.0,98.84111111111118
101,2024-08-19 15:36:28,3.774414,2024,8,19,15,36,28,,111,5.233,2024,8,19,15,36,28,,102,24.3136,2024,8,19,15,36,28,,19.751508462,1.0,100.29472222222229
101,2024-08-19 15:36:29,3.775177,2024,8,19,15,36,29,,111,5.233,2024,8,19,15,36,29,,102,24.3126,2024,8,19,15,36,29,,19.755501240999997,1.0,101.7483333333334
101,2024-08-19 15:36:30,3.775926,2024,8,19,15,36,30,,111,5.233,2024,8,19,15,36,30,,102,24.3034,2024,8,19,15,36,30,,19.759420758,1.0,103.20194444444452
101,2024-08-19 15:36:31,3.776661,2024,8,19,15,36,31,,111,5.233,2024,8,19,15,36,31,,102,24.3119,2024,8,19,15,36,31,,19.763267012999997,1.0,104.65555555555562
101,2024-08-19 15:36:32,3.77738,2024,8,19,15,36,32,,111,5.233,2024,8,19,15,36,32,,102,24.2987,2024,8,19,15,36,32,,19.76702954,1.0,106.10916666666674
101,2024-08-19 15:36:33,3.778084,2024,8,19,15,36,33,,111,5.233,2024,8,19,15,36,33,,102,24.3038,2024,8,19,15,36,33,,19.770713572,1.0,107.56277777777785
101,2024-08-19 15:36:34,3.778765,2024,8,19,15,36,34,,111,5.233,2024,8,19,15,36,34,,102,24.3061,2024,8,19,15,36,34,,19.774277244999997,1.0,109.01638888888897
101,2024-08-19 15:36:35,3.779426,2024,8,19,15,36,35,,111,5.232,2024,8,19,15,36,35,,102,24.3005,2024,8,19,15,36,35,,19.773956832,1.0,110.4697222222223
101,2024-08-19 15:36:36,3.780071,2024,8,19,15,36,36,,111,5.233,2024,8,19,15,36,36,,102,24.3055,2024,8,19,15,36,36,,19.781111542999998,1.0,111.92333333333342
101,2024-08-19 15:36:37,3.780694,2024,8,19,15,36,37,,111,5.233,2024,8,19,15,36,37,,102,24.3058,2024,8,19,15,36,37,,19.784371701999998,1.0,113.37694444444453
101,2024-08-19 15:36:38,3.7813,2024,8,19,15,36,38,,111,5.233,2024,8,19,15,36,38,,102,24.3086,2024,8,19,15,36,38,,19.7875429,1.0,114.83055555555565
101,2024-08-19 15:36:39,3.78188,2024,8,19,15,36,39,,111,5.233,2024,8,19,15,36,39,,102,24.2974,2024,8,19,15,36,39,,19.79057804,1.0,116.28416666666675
101,2024-08-19 15:36:40,3.78244,2024,8,19,15,36,40,,111,5.233,2024,8,19,15,36,40,,102,24.2905,2024,8,19,15,36,40,,19.793508519999996,1.0,117.73777777777786
101,2024-08-19 15:36:41,3.782975,2024,8,19,15,36,41,,111,5.232,2024,8,19,15,36,41,,102,24.2861,2024,8,19,15,36,41,,19.7925252,1.0,119.19111111111121
101,2024-08-19 15:36:42,3.783492,2024,8,19,15,36,42,,111,5.233,2024,8,19,15,36,42,,102,24.2741,2024,8,19,15,36,42,,19.799013635999998,1.0,120.64472222222233
101,2024-08-19 15:36:43,3.783984,2024,8,19,15,36,43,,111,5.233,2024,8,19,15,36,43,,102,24.269,2024,8,19,15,36,43,,19.801588271999996,1.0,122.09833333333343
101,2024-08-19 15:36:44,3.78446,2024,8,19,15,36,44,,111,5.233,2024,8,19,15,36,44,,102,24.2497,2024,8,19,15,36,44,,19.80407918,1.0,123.55194444444454
101,2024-08-19 15:36:45,3.784919,2024,8,19,15,36,45,,111,5.233,2024,8,19,15,36,45,,102,24.252,2024,8,19,15,36,45,,19.806481126999998,1.0,125.00555555555566
101,2024-08-19 15:36:46,3.785353,2024,8,19,15,36,46,,111,5.233,2024,8,19,15,36,46,,102,24.2539,2024,8,19,15,36,46,,19.808752249,1.0,126.45916666666677
101,2024-08-19 15:36:47,3.785765,2024,8,19,15,36,47,,111,5.233,2024,8,19,15,36,47,,102,24.2446,2024,8,19,15,36,47,,19.810908245,1.0,127.91277777777788
101,2024-08-19 15:36:48,3.786161,2024,8,19,15,36,48,,111,5.233,2024,8,19,15,36,48,,102,24.2392,2024,8,19,15,36,48,,19.812980513,1.0,129.366388888889
101,2024-08-19 15:36:49,3.786539,2024,8,19,15,36,49,,111,5.233,2024,8,19,15,36,49,,102,24.2294,2024,8,19,15,36,49,,19.814958587,1.0,130.8200000000001
101,2024-08-19 15:36:50,3.786908,2024,8,19,15,36,50,,111,5.233,2024,8,19,15,36,50,,102,24.2169,2024,8,19,15,36,50,,19.816889563999997,1.0,132.27361111111122
101,2024-08-19 15:36:51,3.787255,2024,8,19,15,36,51,,111,5.233,2024,8,19,15,36,51,,102,24.2189,2024,8,19,15,36,51,,19.818705415,1.0,133.72722222222234
101,2024-08-19 15:36:52,3.787591,2024,8,19,15,36,52,,111,5.233,2024,8,19,15,36,52,,102,24.2173,2024,8,19,15,36,52,,19.820463702999998,1.0,135.18083333333345
101,2024-08-19 15:36:53,3.787909,2024,8,19,15,36,53,,111,5.233,2024,8,19,15,36,53,,102,24.2043,2024,8,19,15,36,53,,19.822127797,1.0,136.63444444444457
101,2024-08-19 15:36:54,3.788215,2024,8,19,15,36,54,,111,5.233,2024,8,19,15,36,54,,102,24.1903,2024,8,19,15,36,54,,19.823729095,1.0,138.08805555555566
101,2024-08-19 15:36:55,3.788507,2024,8,19,15,36,55,,111,5.233,2024,8,19,15,36,55,,102,24.188,2024,8,19,15,36,55,,19.825257131,1.0,139.54166666666677
101,2024-08-19 15:36:56,3.788792,2024,8,19,15,36,56,,111,5.233,2024,8,19,15,36,56,,102,24.1778,2024,8,19,15,36,56,,19.826748535999997,1.0,140.9952777777779
101,2024-08-19 15:36:57,3.78906,2024,8,19,15,36,57,,111,5.233,2024,8,19,15,36,57,,102,24.1785,2024,8,19,15,36,57,,19.82815098,1.0,142.448888888889
101,2024-08-19 15:36:58,3.78932,2024,8,19,15,36,58,,111,5.233,2024,8,19,15,36,58,,102,24.1685,2024,8,19,15,36,58,,19.82951156,1.0,143.9025000000001
101,2024-08-19 15:36:59,3.789572,2024,8,19,15,36,59,,111,5.233,2024,8,19,15,36,59,,102,24.1676,2024,8,19,15,36,59,,19.830830276,1.0,145.35611111111118
101,2024-08-19 15:37:00,3.789811,2024,8,19,15,37,0,,111,5.233,2024,8,19,15,37,0,,102,24.1569,2024,8,19,15,37,0,,19.832080963,1.0,146.8097222222223
101,2024-08-19 15:37:01,3.790041,2024,8,19,15,37,1,,111,5.233,2024,8,19,15,37,1,,102,24.1587,2024,8,19,15,37,1,,19.833284553,1.0,148.26333333333338
101,2024-08-19 15:37:02,3.79026,2024,8,19,15,37,2,,111,5.233,2024,8,19,15,37,2,,102,24.1429,2024,8,19,15,37,2,,19.83443058,1.0,149.71694444444447
101,2024-08-19 15:37:03,3.790472,2024,8,19,15,37,3,,111,5.233,2024,8,19,15,37,3,,102,24.152,2024,8,19,15,37,3,,19.835539975999996,1.0,151.17055555555558
101,2024-08-19 15:37:04,3.790682,2024,8,19,15,37,4,,111,5.233,2024,8,19,15,37,4,,102,24.1516,2024,8,19,15,37,4,,19.836638905999997,1.0,152.62416666666667
101,2024-08-19 15:37:05,3.790886,2024,8,19,15,37,5,,111,5.233,2024,8,19,15,37,5,,102,24.1334,2024,8,19,15,37,5,,19.837706437999998,1.0,154.07777777777775
101,2024-08-19 15:37:06,3.791078,2024,8,19,15,37,6,,111,5.233,2024,8,19,15,37,6,,102,24.1325,2024,8,19,15,37,6,,19.838711174,1.0,155.53138888888887
101,2024-08-19 15:37:07,3.791264,2024,8,19,15,37,7,,111,5.233,2024,8,19,15,37,7,,102,24.1286,2024,8,19,15,37,7,,19.839684511999998,1.0,156.98499999999996
101,2024-08-19 15:37:08,3.791446,2024,8,19,15,37,8,,111,5.233,2024,8,19,15,37,8,,102,24.136,2024,8,19,15,37,8,,19.840636917999998,1.0,158.43861111111104
101,2024-08-19 15:37:09,3.791625,2024,8,19,15,37,9,,111,5.233,2024,8,19,15,37,9,,102,24.1277,2024,8,19,15,37,9,,19.841573625,1.0,159.89222222222216
101,2024-08-19 15:37:10,3.791799,2024,8,19,15,37,10,,111,5.233,2024,8,19,15,37,10,,102,24.1204,2024,8,19,15,37,10,,19.842484167,1.0,161.34583333333325
101,2024-08-19 15:37:11,3.791969,2024,8,19,15,37,11,,111,5.233,2024,8,19,15,37,11,,102,24.1271,2024,8,19,15,37,11,,19.843373777,1.0,162.79944444444433
101,2024-08-19 15:37:12,3.792128,2024,8,19,15,37,12,,111,5.233,2024,8,19,15,37,12,,102,24.1215,2024,8,19,15,37,12,,19.844205824,1.0,164.25305555555545
101,2024-08-19 15:37:13,3.792287,2024,8,19,15,37,13,,111,5.233,2024,8,19,15,37,13,,102,24.1211,2024,8,19,15,37,13,,19.845037871,1.0,165.70666666666654
101,2024-08-19 15:37:14,3.792441,2024,8,19,15,37,14,,111,5.233,2024,8,19,15,37,14,,102,24.1171,2024,8,19,15,37,14,,19.845843753,1.0,167.16027777777762
101,2024-08-19 15:37:15,3.792596,2024,8,19,15,37,15,,111,5.233,2024,8,19,15,37,15,,102,24.1172,2024,8,19,15,37,15,,19.846654867999998,1.0,168.61388888888874
101,2024-08-19 15:37:16,3.792736,2024,8,19,15,37,16,,111,5.233,2024,8,19,15,37,16,,102,24.1064,2024,8,19,15,37,16,,19.847387488,1.0,170.06749999999982
101,2024-08-19 15:37:17,3.792882,2024,8,19,15,37,17,,111,5.233,2024,8,19,15,37,17,,102,24.0921,2024,8,19,15,37,17,,19.848151506,1.0,171.5211111111109
101,2024-08-19 15:37:18,3.793025,2024,8,19,15,37,18,,111,5.233,2024,8,19,15,37,18,,102,24.1031,2024,8,19,15,37,18,,19.848899825,1.0,172.97472222222203
101,2024-08-19 15:37:19,3.793159,2024,8,19,15,37,19,,111,5.234,2024,8,19,15,37,19,,102,24.0935,2024,8,19,15,37,19,,19.853394206,1.0,174.4286111111109
101,2024-08-19 15:37:20,3.793297,2024,8,19,15,37,20,,111,5.233,2024,8,19,15,37,20,,102,24.0901,2024,8,19,15,37,20,,19.850323201,1.0,175.882222222222
101,2024-08-19 15:37:21,3.793431,2024,8,19,15,37,21,,111,5.233,2024,8,19,15,37,21,,102,24.0862,2024,8,19,15,37,21,,19.851024423,1.0,177.3358333333331
101,2024-08-19 15:37:22,3.793561,2024,8,19,15,37,22,,111,5.233,2024,8,19,15,37,22,,102,24.0709,2024,8,19,15,37,22,,19.851704713,1.0,178.7894444444442
101,2024-08-19 15:37:23,3.793692,2024,8,19,15,37,23,,111,5.233,2024,8,19,15,37,23,,102,24.0553,2024,8,19,15,37,23,,19.852390235999998,1.0,180.2430555555553
101,2024-08-19 15:37:24,3.793816,2024,8,19,15,37,24,,111,5.233,2024,8,19,15,37,24,,102,24.0504,2024,8,19,15,37,24,,19.853039128,1.0,181.6966666666664
101,2024-08-19 15:37:25,3.793939,2024,8,19,15,37,25,,111,5.233,2024,8,19,15,37,25,,102,24.051,2024,8,19,15,37,25,,19.853682786999997,1.0,183.1502777777775
101,2024-08-19 15:37:26,3.794064,2024,8,19,15,37,26,,111,5.233,2024,8,19,15,37,26,,102,24.0462,2024,8,19,15,37,26,,19.854336912,1.0,184.60388888888858
101,2024-08-19 15:37:27,3.794184,2024,8,19,15,37,27,,111,5.233,2024,8,19,15,37,27,,102,24.041,2024,8,19,15,37,27,,19.854964872,1.0,186.0574999999997
101,2024-08-19 15:37:28,3.7943,2024,8,19,15,37,28,,111,5.233,2024,8,19,15,37,28,,102,24.0465,2024,8,19,15,37,28,,19.855571899999997,1.0,187.51111111111078
101,2024-08-19 15:37:29,3.794422,2024,8,19,15,37,29,,111,5.233,2024,8,19,15,37,29,,102,24.0296,2024,8,19,15,37,29,,19.856210326,1.0,188.96472222222187
101,2024-08-19 15:37:30,3.794534,2024,8,19,15,37,30,,111,5.233,2024,8,19,15,37,30,,102,24.0358,2024,8,19,15,37,30,,19.856796422,1.0,190.41833333333298
101,2024-08-19 15:37:31,3.794652,2024,8,19,15,37,31,,111,5.233,2024,8,19,15,37,31,,102,24.0249,2024,8,19,15,37,31,,19.857413916,1.0,191.87194444444407
101,2024-08-19 15:37:32,3.794762,2024,8,19,15,37,32,,111,5.233,2024,8,19,15,37,32,,102,24.0356,2024,8,19,15,37,32,,19.857989546,1.0,193.32555555555516
101,2024-08-19 15:37:33,3.794875,2024,8,19,15,37,33,,111,5.233,2024,8,19,15,37,33,,102,24.0321,2024,8,19,15,37,33,,19.858580875,1.0,194.77916666666627
101,2024-08-19 15:37:34,3.794985,2024,8,19,15,37,34,,111,5.233,2024,8,19,15,37,34,,102,24.0279,2024,8,19,15,37,34,,19.859156504999998,1.0,196.23277777777736
101,2024-08-19 15:37:35,3.795098,2024,8,19,15,37,35,,111,5.233,2024,8,19,15,37,35,,102,24.028,2024,8,19,15,37,35,,19.859747833999997,1.0,197.68638888888844
101,2024-08-19 15:37:36,3.795204,2024,8,19,15,37,36,,111,5.233,2024,8,19,15,37,36,,102,24.0275,2024,8,19,15,37,36,,19.860302532,1.0,199.13999999999956
101,2024-08-19 15:37:37,3.795313,2024,8,19,15,37,37,,111,5.233,2024,8,19,15,37,37,,102,24.0156,2024,8,19,15,37,37,,19.860872929,1.0,200.59361111111065
101,2024-08-19 15:37:38,3.795422,2024,8,19,15,37,38,,111,5.233,2024,8,19,15,37,38,,102,24.0254,2024,8,19,15,37,38,,19.861443325999996,1.0,202.04722222222173
101,2024-08-19 15:37:39,3.795529,2024,8,19,15,37,39,,111,5.233,2024,8,19,15,37,39,,102,24.0272,2024,8,19,15,37,39,,19.862003256999998,1.0,203.50083333333285
101,2024-08-19 15:37:40,3.795632,2024,8,19,15,37,40,,111,5.233,2024,8,19,15,37,40,,102,24.0151,2024,8,19,15,37,40,,19.862542255999998,1.0,204.95444444444394
101,2024-08-19 15:37:41,3.79574,2024,8,19,15,37,41,,111,5.233,2024,8,19,15,37,41,,102,24.0062,2024,8,19,15,37,41,,19.86310742,1.0,206.40805555555502
101,2024-08-19 15:37:42,3.795844,2024,8,19,15,37,42,,111,5.234,2024,8,19,15,37,42,,102,24.0053,2024,8,19,15,37,42,,19.867447496,1.0,207.86194444444394
101,2024-08-19 15:37:43,3.795944,2024,8,19,15,37,43,,111,5.233,2024,8,19,15,37,43,,102,24.001,2024,8,19,15,37,43,,19.864174952,1.0,209.31555555555502
101,2024-08-19 15:37:44,3.796049,2024,8,19,15,37,44,,111,5.233,2024,8,19,15,37,44,,102,23.9966,2024,8,19,15,37,44,,19.864724416999998,1.0,210.76916666666614
